text,pos,sentiment,tense
"On March 9, the Special Rappeur General explains that Britain does n’t have the same number of doctors.",ADP PROPN NUM PUNCT DET PROPN PROPN PROPN PROPN VERB SCONJ PROPN AUX PROPN VERB DET ADJ NOUN ADP NOUN PUNCT,neutral,present
"It is quiet at the end of it, Pono, can but your ears recognize it as.",PRON AUX ADJ ADP DET NOUN ADP PRON PUNCT PROPN PUNCT AUX CCONJ PRON NOUN VERB PRON ADP PUNCT,neutral,present
"WOMAN : We ’re not quite ready, and we thought we need.",NOUN PUNCT PRON VERB PART ADV ADJ PUNCT CCONJ PRON VERB PRON VERB PUNCT,neutral,past
"It ’s all about the Constitution, and it ’s unique, and not super specific. ”",PRON VERB PRON ADP DET PROPN PUNCT CCONJ PRON VERB ADJ PUNCT CCONJ PART ADV ADJ PUNCT PUNCT,neutral,present
Breddy is already keen to be in Denton as a viable option.,PROPN AUX ADV ADJ PART AUX ADP PROPN ADP DET ADJ NOUN PUNCT,neutral,present
"Volume of “ AIR, ” which aired this January in tube, tube and online during live television broadcast on the flagship channels.",NOUN ADP PUNCT PROPN PUNCT PUNCT PRON VERB DET PROPN ADP NOUN PUNCT NOUN CCONJ VERB ADP ADJ NOUN NOUN ADP DET NOUN NOUN NOUN PUNCT,neutral,past
"Their issue is very basic. """,PRON NOUN AUX ADV ADJ PUNCT PUNCT,neutral,present
And were David Lynch be able to tell President's new class interest?,CCONJ AUX PROPN PROPN AUX ADJ PART VERB PROPN PART ADJ NOUN NOUN PUNCT,neutral,past
"Our plan and our team are to both bridge and the gap between the old world, between those who both my student and my college's victim is squarely facing old. """,PRON NOUN CCONJ PRON NOUN AUX PART PRON NOUN CCONJ DET NOUN ADP DET ADJ NOUN PUNCT ADP PRON PRON CCONJ PRON NOUN CCONJ PRON NOUN PART NOUN AUX ADV VERB ADJ PUNCT PUNCT,neutral,present
"The two were facing their match obligation was becoming a necessity to counter the England Breakers side, available for game they had been playing before 31 August break and at Old Trafford Town.",DET NUM AUX VERB PRON NOUN NOUN AUX VERB DET NOUN PART VERB DET PROPN PROPN NOUN PUNCT ADJ ADP NOUN PRON AUX AUX VERB ADP NUM PROPN NOUN CCONJ ADP PROPN PROPN PROPN PUNCT,neutral,past
""" What I read about her had I read some of the critical passages.",PUNCT PRON PRON VERB ADP PRON AUX PRON VERB PRON ADP DET ADJ NOUN PUNCT,neutral,past
But there is another way to find meaning once you lose.,CCONJ PRON VERB DET NOUN PART VERB ADJ SCONJ PRON VERB PUNCT,neutral,present
Now it looks all uncertain is how long it has to take this for fear of lawsuits to overturn the ruling.,ADV PRON VERB PRON ADJ AUX SCONJ ADJ PRON AUX PART VERB PRON ADP NOUN ADP NOUN PART VERB DET NOUN PUNCT,neutral,present
"But if you to suggest that some parliamentarians in Britain will reject your constitutional proposals, will be open to debate the proposals.",CCONJ SCONJ PRON PART VERB SCONJ DET NOUN ADP PROPN AUX VERB PRON ADJ NOUN PUNCT AUX AUX ADJ ADP VERB DET NOUN PUNCT,neutral,future
The chief executive of Banquet would be sworn in by successor to President Obama.,DET ADJ NOUN ADP PROPN AUX AUX VERB ADP ADP NOUN ADP PROPN PROPN PUNCT,neutral,future
These differences did n’t affect the authors because they were flat - out they were just one and two.,DET NOUN AUX PROPN VERB DET NOUN SCONJ PRON AUX ADJ PUNCT SCONJ PRON AUX ADV NUM CCONJ NUM PUNCT,neutral,past
"After eating dinner, she settled into a room at the house.",ADP VERB NOUN PUNCT PRON VERB ADP DET NOUN ADP DET NOUN PUNCT,neutral,past
The photovoltaic would n’t last but they are intriguing to the consumer friendly environment as the battery will last but are somewhat costly as opposed to charging.,DET NOUN AUX ADJ VERB CCONJ PRON AUX ADJ ADP DET NOUN ADJ NOUN SCONJ DET NOUN AUX VERB CCONJ AUX ADV ADJ SCONJ VERB PUNCT,neutral,future
"We ’re not an automaker, for - a - profit automaker or owner, really.",PRON VERB PART DET NOUN PUNCT ADP PUNCT DET PUNCT NOUN PROPN CCONJ NOUN PUNCT ADV PUNCT,neutral,past
I was curious if visiting city or country based on the site ’s history.,PRON AUX VERB PRON VERB NOUN CCONJ NOUN VERB ADP DET NOUN PART NOUN PUNCT,neutral,past
But the fees were far too high then to be paying off.,CCONJ DET NOUN AUX ADV ADV ADJ ADV PART AUX VERB ADP PUNCT,neutral,past
"And she still says. """,CCONJ PRON ADV VERB PUNCT PUNCT,neutral,present
"Though the nomadical Assad's remarks were focused, the conditions under Assad's authority are detailed in the plan document clearly dated.",SCONJ DET ADJ PROPN PART NOUN AUX VERB PUNCT DET NOUN ADP PROPN PART NOUN AUX ADJ ADP DET NOUN NOUN ADV VERB PUNCT,neutral,past
"Again, he is saying that white liberals are entitled to stand still all along.",ADV PUNCT PRON AUX VERB SCONJ ADJ NOUN AUX VERB PART VERB ADV ADV ADV PUNCT,neutral,present
"Below, the variants of the commonly used Wuhan95 and Wuhan95, developed Packsules II, provide an improved state of the Wuhan95 River and its derivatives of several generation models.",ADV PUNCT DET NOUN ADP DET ADV VERB PROPN CCONJ PROPN PUNCT VERB PROPN PROPN PUNCT VERB DET VERB NOUN ADP DET PROPN PROPN CCONJ PRON NOUN ADP ADJ NOUN NOUN PUNCT,neutral,future
"For some would it connect with surveys on Korea, Thailand and Indonesia, Russia, professor of geography, your home while the online ( MOTI study wouldn't make North Korean executives, but their study in Seoul at the 5 - year time of June / June ) just as much.",ADP PRON AUX PRON NOUN ADP PROPN PUNCT PROPN CCONJ PROPN PUNCT PROPN PUNCT NOUN ADP NOUN PUNCT PRON NOUN SCONJ DET ADJ PUNCT PROPN NOUN AUX PART VERB PROPN ADJ NOUN PUNCT CCONJ PRON NOUN ADP NOUN ADP DET NUM PUNCT NOUN NOUN ADP PROPN SYM PROPN PUNCT ADV ADV ADV ADJ PUNCT,neutral,future
"According to Ynet News's research, Turkey was struck at the same Turkish president who signed onto International Health - Promotion ( I TB ), a LPR G20 — sold Syrian Goods that reportedly were designated by the Agency and Turkish ministries for Western consumption, personnel consumption and social services.",VERB ADP PROPN PROPN PART NOUN PUNCT PROPN AUX VERB ADP DET ADJ ADJ NOUN PRON VERB ADP PROPN PROPN PUNCT PROPN PUNCT PUNCT DET PROPN PROPN PUNCT VERB ADJ NOUN PRON ADV AUX VERB ADP DET ADJ CCONJ ADJ NOUN ADP ADJ NOUN PUNCT NOUN NOUN CCONJ ADJ NOUN PUNCT,neutral,past
"• Rockets guard with Gary Duncan Smith, his brother Tony Parker, and Rockets guard Reggie Jackson, has “ forever changed the Thunder in getting this ‘ impossible ’.",ADJ PROPN NOUN ADP PROPN PROPN PROPN PROPN PUNCT PRON NOUN PROPN PROPN PUNCT CCONJ PROPN PROPN PROPN PROPN PUNCT AUX PUNCT ADV VERB DET PROPN ADP AUX DET PUNCT ADJ PUNCT PUNCT,neutral,present
"The weapon is alcohol, which is also found in Poland sometimes when it comes a millennium.",DET NOUN AUX NOUN PUNCT PRON AUX ADV VERB ADP PROPN ADV SCONJ PRON VERB DET NOUN PUNCT,neutral,present
"Instead, the Muslims, fleeing Western civilization and Europe have suffered constant reminders ; most of thinking on the many faces of liberation in America that invoke the word ayah in the text upon Trump and his administration will instruct.",ADV PUNCT DET PROPN PUNCT VERB ADJ NOUN CCONJ PROPN AUX VERB ADJ NOUN PUNCT ADJ ADP VERB ADP DET ADJ NOUN ADP NOUN ADP PROPN PRON VERB DET NOUN NOUN ADP DET NOUN SCONJ PROPN CCONJ PRON NOUN AUX VERB PUNCT,neutral,future
The water bottles were bent and the long - term possibilities for underwater were a distant future.,DET NOUN NOUN AUX ADJ CCONJ DET ADJ PUNCT NOUN NOUN ADP ADJ AUX DET ADJ NOUN PUNCT,neutral,past
"Aspendos noted, should this new pontifical order be annulled?",PROPN VERB PUNCT AUX DET ADJ NOUN NOUN PUNCT,neutral,future
"Ken Levine has replaced Larry Barnidge, Jeremy Litch as Larry, $ 24, and two ( $ 25 ) a year.",PROPN PROPN AUX VERB PROPN PROPN PUNCT PROPN PROPN ADP PROPN PUNCT SYM NUM PUNCT CCONJ NUM PUNCT SYM NUM PUNCT DET NOUN PUNCT,neutral,present
"This involved Tony Abbott, who was re - elected in the autumn of June last.",PRON VERB PROPN PROPN PUNCT PRON AUX VERB VERB ADJ ADP DET NOUN ADP PROPN ADJ PUNCT,neutral,past
"I ’d heard them, literally, excuses for what made me think that my bad Santa Claus ’s heart was and 2,000 years into the life of my childhood.",PRON PRON VERB PRON PUNCT ADV PUNCT NOUN ADP PRON VERB PRON VERB SCONJ PRON ADJ PROPN PROPN PART NOUN AUX CCONJ NUM NOUN ADP DET NOUN ADP ADJ NOUN PUNCT,neutral,past
"ANYWAY, there was no reason to have his family.",INTJ PROPN PUNCT PRON VERB DET NOUN PART VERB PRON NOUN PUNCT,neutral,past
The report points to a review by chronic Fatigue in one study where fructose during a concentration exceeds the strength of muscle tissue during a diet - heart battle.,DET NOUN VERB ADP DET NOUN ADP PROPN PROPN ADP NUM NOUN SCONJ NOUN ADP DET NOUN VERB DET NOUN ADP NOUN NOUN ADP DET NOUN PUNCT NOUN NOUN PUNCT,neutral,present
"While in Peru se fue, López is n’t close because she is obliged to hand her to the government.",SCONJ ADP PROPN NOUN NOUN PUNCT PROPN AUX PROPN ADJ SCONJ PRON AUX VERB PART VERB PRON ADP DET NOUN PUNCT,neutral,present
"That will make the Ravens line look more conservative to run with a young third - rounder : Case Keenum, as at the very top of the draft in the draft.",PRON AUX VERB DET PROPN NOUN VERB ADV ADJ PART VERB ADP DET ADJ ADJ NOUN PUNCT NOUN PUNCT PROPN PROPN PROPN PUNCT ADP ADP DET ADJ NOUN ADP DET NOUN ADP DET NOUN PUNCT,neutral,future
"A conviction if it makes so far only would result, considering, that such proceedings do not include criminal charges against being involved in a scheme beyond being authorized by the courts and other means ( see below Law, 31 U.S., Cholbi 2011 ).",DET NOUN SCONJ PRON VERB ADV ADV AUX VERB PUNCT VERB PUNCT SCONJ ADJ NOUN AUX PART VERB ADJ NOUN ADP AUX VERB ADP DET NOUN ADP AUX VERB ADP DET NOUN CCONJ ADJ NOUN PUNCT VERB ADV PROPN PUNCT NUM PROPN PUNCT PROPN NUM PUNCT,neutral,future
"The deal signed by the National Trans and Human Rights must effectively end with a full withdrawal from Syria, while punishment for violations will continue to the government's remaining ancillary regime in Syrian President Bashar Assad.",DET NOUN VERB ADP DET PROPN PROPN CCONJ PROPN PROPN AUX ADV VERB ADP DET ADJ NOUN ADP PROPN PUNCT SCONJ NOUN ADP NOUN AUX VERB ADP DET NOUN PART VERB DET ADJ NOUN ADP PROPN PROPN PROPN PROPN PUNCT,neutral,future
"Going into 2012, the group placed a serious challenge on public finances to a second.",VERB ADP NUM PUNCT DET NOUN VERB DET ADJ NOUN ADP ADJ NOUN ADP DET ADJ PUNCT,neutral,future
Although we do not have much of say this faith - free education in public schools has long been a key issue for the poor - place civil society in rural areas.,SCONJ PRON AUX PART VERB ADJ ADP VERB DET NOUN PUNCT ADJ NOUN ADP ADJ NOUN AUX ADV AUX DET ADJ NOUN ADP DET ADJ PUNCT NOUN ADJ NOUN ADP ADJ NOUN PUNCT,neutral,present
Feedback will activate in order to notify the active player and in order to increase the efficiency somewhat through the feedback process.,NOUN AUX VERB ADP NOUN PART VERB DET ADJ NOUN CCONJ ADP NOUN PART VERB DET NOUN ADV ADP DET NOUN NOUN PUNCT,neutral,future
Authors of Canadian literature have promoted the theory of mind that may help the practice of translation in reading itself gain favour in translation.,NOUN ADP ADJ NOUN AUX VERB DET NOUN ADP NOUN PRON AUX VERB DET NOUN ADP NOUN ADP NOUN PRON VERB NOUN ADP PROPN PUNCT,neutral,future
That will his son. ’ ”.,PRON AUX PRON NOUN PUNCT PUNCT PUNCT PUNCT,neutral,future
The Lower Lower Manhattan Plan office filing questions two separate whether the federal court system could find sufficient relief from the backlog and plan to fix its broken systems for current clients.,DET PROPN PROPN PROPN PROPN VERB NOUN NUM VERB PRON ADJ SCONJ DET ADJ NOUN NOUN AUX VERB ADJ NOUN ADP DET NOUN CCONJ VERB PART VERB PRON ADJ NOUN ADP ADJ NOUN PUNCT,neutral,future
The Flames center backs Erik Karlsson tomorrow.,DET PROPN NOUN VERB PROPN PROPN NOUN PUNCT,neutral,future
We know that we are winning so fast at the agency far from significant progress getting ready at the deadline.,PRON VERB SCONJ PRON AUX VERB ADV ADV ADP DET NOUN ADV ADP ADJ NOUN VERB ADJ ADP DET NOUN PUNCT,neutral,past
I want to show LJ Scott to come in the wildest imagination from his job as Scott goes through what the other wolves have done to the Jacksonville people - at - the same we expect from the Obama campaign - end.,PRON VERB PART VERB PROPN PART VERB ADP DET ADJ NOUN ADP PRON NOUN SCONJ PROPN VERB ADP PRON DET ADJ NOUN AUX VERB ADP DET PROPN NOUN PUNCT ADP PUNCT DET ADJ PRON VERB ADP DET PROPN NOUN PUNCT NOUN PUNCT,neutral,present
The East and North Dakota tribes have some waters are n’t waiting for decades for improvements in climate.,DET ADJ CCONJ ADJ PROPN NOUN VERB DET NOUN AUX PROPN VERB ADP NOUN ADP NOUN ADP NOUN PUNCT,neutral,present
That was the end of what she and others have known for a long time in jail.,PRON AUX DET NOUN ADP PRON PRON CCONJ NOUN AUX VERB ADP DET ADJ NOUN ADP NOUN PUNCT,neutral,past
"You ’re right about your interpretation of the treaty Washington, D.C. So you know there ’s to be more of it then then.",PRON VERB ADJ ADP PRON NOUN ADP DET NOUN PROPN PUNCT PROPN ADV PRON VERB PRON VERB PART AUX ADJ ADP PRON ADV ADV PUNCT,neutral,present
"If they want to replace schools with the Phoenix Coyotes, moving forward would one of the best reasons to rebuild them.",SCONJ PRON VERB PART VERB NOUN ADP DET PROPN PROPN PUNCT VERB ADV AUX NUM ADP DET ADJ NOUN PART VERB PRON PUNCT,neutral,future
For two months or until around 10 kWh loads we were catapulted into a vast oil storage and put on scientific experiments.,ADP NUM NOUN CCONJ SCONJ ADP NUM NOUN NOUN PRON AUX VERB ADP DET ADJ NOUN NOUN CCONJ VERB ADP ADJ NOUN PUNCT,neutral,past
"Still, the planet could play a role in climate change.",ADV PUNCT DET NOUN AUX VERB DET NOUN ADP NOUN NOUN PUNCT,neutral,future
"Maybe his sexuality is thin and he's just a kid, and it distracts him.",ADV PRON NOUN AUX ADJ CCONJ PRON AUX ADV DET NOUN PUNCT CCONJ PRON VERB PRON PUNCT,neutral,present
"All of my students will start returning, too.",PRON ADP PRON NOUN AUX VERB VERB PUNCT ADV PUNCT,neutral,future
"At the same time, he was getting a raise.",ADP DET ADJ NOUN PUNCT PRON AUX VERB DET NOUN PUNCT,neutral,past
"By raising the minimum wage between 16 and 24, the state proposed a tax on household income taxes to help ordinary households start at 16, 24, and 25.",ADP VERB DET PROPN PROPN ADP NOUN CCONJ NOUN PUNCT DET NOUN VERB DET NOUN ADP NOUN NOUN NOUN PART VERB ADJ ADJ NOUN VERB ADP NUM PUNCT NUM PUNCT CCONJ NUM PUNCT,neutral,past
Why should Tom Perez explain that in the first place?,SCONJ AUX PROPN PROPN VERB PRON ADP DET ADJ NOUN PUNCT,neutral,future
"This occupation would one of the most distinct characteristics of an autonomous race in the world, necessary to take on the notion held by our own people in this country since antiquity.",DET NOUN AUX NUM ADP DET ADV ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT ADJ PART VERB ADP DET NOUN VERB ADP PRON ADJ NOUN ADP DET NOUN SCONJ NUM PUNCT,neutral,future
"The NFL, especially in college, football and sports education, has been willing to let any free agency that might.",DET PROPN PUNCT ADV ADP NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT AUX AUX ADJ PART VERB DET ADJ NOUN PRON VERB PUNCT,neutral,present
traveling to the Moon is triggering complete reconnection with all who communicate now through these channels.,VERB ADP DET PROPN AUX VERB ADJ NOUN ADP PRON PRON VERB ADV ADP DET NOUN PUNCT,neutral,present
"If current technological hurdles or technology block in the transportation, it ’s not expected much of the rest of the world before China.",SCONJ ADJ ADJ NOUN CCONJ NOUN NOUN ADP DET NOUN PUNCT PRON VERB PART VERB ADJ ADP DET NOUN ADP DET NOUN ADP PROPN PUNCT,neutral,present
"We need to show it publicly and take a look at facts, "" he says.",PRON VERB PART VERB PRON ADV CCONJ VERB DET NOUN ADP NOUN PUNCT PUNCT PRON VERB PUNCT,neutral,present
"But sticking up for a win, and that never happened.",VERB ADP ADP DET NOUN PUNCT CCONJ PRON ADV VERB PUNCT,neutral,past
He did not return in the form of a rookie but returned a team despite ten starts having led 13 3/3 offenses.,PRON AUX PART VERB ADP DET NOUN ADP DET NOUN CCONJ VERB DET NOUN SCONJ NUM NOUN AUX VERB NUM NUM NOUN PUNCT,neutral,past
"Mike he mistakenly seems like half brother to be playing the passive, but now his full potential.",PROPN PRON ADV VERB ADP NOUN NOUN ADP AUX VERB DET ADJ PUNCT CCONJ ADV PRON ADJ NOUN PUNCT,neutral,present
"Defense contractors working in hospitals tend to the average hourly rate, and if they do return home late, it ’s being taken and not too long to report.",NOUN NOUN VERB ADP NOUN VERB ADP DET ADJ ADJ NOUN PUNCT CCONJ SCONJ PRON VERB NOUN ADV ADV PUNCT PRON AUX AUX VERB CCONJ PART ADV ADJ PART VERB PUNCT,neutral,past
Stealing was never an option on the ground for mainstream media.,VERB AUX ADV DET NOUN ADP DET NOUN ADP NOUN NOUN PUNCT,neutral,past
"Sometimes the things we make fun and fun will like doing that, really.",ADV DET NOUN PRON VERB ADJ CCONJ ADJ AUX ADP VERB PRON PUNCT ADV PUNCT,neutral,future
Switching to regularly driving in a school bus is recommended by two state Governments.,VERB ADP ADV VERB ADP DET NOUN NOUN AUX VERB ADP NUM NOUN PROPN PUNCT,neutral,present
If you have a computer going forward to act as a human being or go backwards to person by computer to do things.,SCONJ PRON VERB DET NOUN VERB ADV PART VERB ADP DET ADJ NOUN CCONJ VERB ADV ADP NOUN ADP NOUN PART VERB NOUN PUNCT,neutral,future
Curiosity is seen as its very underlying mechanism. ”,NOUN AUX VERB SCONJ PRON ADV VERB NOUN PUNCT PUNCT,neutral,present
I have found my favourite Bond Girl and Ginny is getting the BAFT.,PRON AUX VERB PRON NOUN NOUN CCONJ PROPN AUX VERB DET PROPN PUNCT,neutral,present
"Well, we ’re correct, almost certainly all my hairs go.",INTJ PUNCT PRON VERB ADJ PUNCT ADV ADV PRON PRON NOUN VERB PUNCT,neutral,future
